"question","answer"
"Quelle est la température de fonctionnement de la tour de distillation atmosphérique ?","Elle opère à des températures pouvant atteindre 370°C."
"Quelles compagnies privées ont publiquement salué l'excellence de leurs relations commerciales avec la SAR en 2024 ?","Des compagnies comme Elton et Sagam, lors d'une visite de courtoisie."
"Comment la SAR gère-t-elle ses ressources humaines pour maintenir sa performance ?","Par le développement des compétences, la motivation du personnel et la promotion d'un bon climat social."
"Quelle est la mission de la Direction Commerciale de la SAR ?","Elle est responsable de l'achat du pétrole brut, de la commercialisation des produits finis et de la gestion du fret."
"Quel département assure la maintenance des installations pour garantir leur fiabilité ?","La Direction Technique est en charge de la maintenance des équipements de la raffinerie."
"Quel est le rôle de la Direction Financière et Comptable au sein de la SAR ?","Elle assure la gestion des ressources financières, la tenue de la comptabilité et le contrôle de gestion."
"Comment la SAR s'inscrit-elle dans le Plan Sénégal Émergent (PSE) ?","La SAR est considérée comme un levier de performance du PSE en garantissant la disponibilité de l'énergie nécessaire à son succès."
"Comment la SAR contribue-t-elle à la lutte contre la pollution de la baie de Hann ?","Elle soutient activement les opérations de nettoiement et de dépollution menées par les associations locales et l'ONAS."
"Quelle action la SAR a-t-elle menée pour soutenir l'éducation à Diamniadio ?","Elle a offert des fournitures scolaires et du matériel didactique aux écoles de la commune."
"Comment la SAR a-t-elle soutenu les éleveurs de la commune de Mbao dans le cadre de sa politique RSE ?","Elle leur a offert un appui financier et matériel pour la préparation de la fête de Tabaski."
"Quelle direction est chargée de piloter les projets de modernisation de la raffinerie ?","La Direction de la Stratégie et du Développement."
"Quelle est la politique de la SAR en matière d'égalité professionnelle ?","La SAR promeut activement l'égalité des chances entre les hommes et les femmes à tous les niveaux de l'entreprise."
"Quel est le rôle du Comité de Direction (CODIR) de la SAR ?","Le CODIR définit les grandes orientations stratégiques de l'entreprise et supervise leur mise en œuvre."
"Comment la SAR interagit-elle avec les communautés locales vivant près de la raffinerie ?","Elle entretient un dialogue permanent avec elles et soutient des projets de développement local à travers sa politique RSE."
"Comment la volatilité des cours du pétrole brut affecte-t-elle l'activité de la SAR ?","Elle impacte directement la marge de raffinage et, par conséquent, la rentabilité de l'entreprise."
"Comment la SAR a-t-elle adapté ses opérations durant la pandémie de COVID-19 ?","En instaurant un protocole sanitaire strict pour protéger son personnel tout en assurant la continuité de la production."
"De quelle manière la SAR contribue-t-elle à la formation des jeunes diplômés au Sénégal ?","En offrant des stages et des programmes d'apprentissage pour développer les compétences locales dans le secteur de l'énergie."
"Comment la SAR se prépare-t-elle aux défis de la transition énergétique ?","En explorant des pistes de diversification vers la pétrochimie et en travaillant à améliorer son efficacité énergétique."
"Quel est le rôle du service juridique de la SAR ?","Il veille à la conformité légale de toutes les activités, gère les contrats et prend en charge les éventuels contentieux."
"Quel type de formation en sécurité le personnel de la SAR reçoit-il ?","Le personnel reçoit des formations continues sur des thèmes clés comme la lutte anti-incendie, le secourisme et la gestion des situations d'urgence."
"Comment la SAR assure-t-elle la traçabilité de ses produits tout au long de la chaîne ?","Grâce à un système de gestion informatisé et à des contrôles qualité effectués à chaque étape de la production et de la distribution."
"Quelle mesure la SAR prend-elle pour réduire ses émissions de gaz à effet de serre ?","Elle investit dans des technologies plus propres et met en œuvre des stratégies pour optimiser sa consommation d'énergie."
"Comment la SAR prévient-elle les risques de corrosion sur ses équipements ?","Par des inspections régulières des équipements et l'application systématique de revêtements protecteurs."
"Quel est le rôle spécifique des pompiers industriels de la SAR ?","Ils sont spécialement formés et équipés pour intervenir sur des types de sinistres particuliers comme les incendies d'hydrocarbures et les incidents chimiques."
"Comment la SAR garantit-elle la compétence et la fiabilité de ses entreprises sous-traitantes ?","En leur imposant des cahiers des charges très stricts en matière de sécurité, de qualité et de respect de l'environnement."
"Quel est le principal indicateur de performance (KPI) utilisé pour mesurer l'efficacité de la production ?","Le taux de disponibilité des unités, qui mesure le temps de fonctionnement effectif par rapport au temps théorique total."
"Quels types d'analyses spécifiques sont effectués sur le Jet A-1 avant sa livraison ?","Des tests rigoureux sont menés pour garantir l'absence totale d'eau et de contaminants, conformément aux normes internationales de l'aviation."
"Comment la SAR protège-t-elle ses systèmes d'information contre les menaces de cyberattaques ?","Par la mise en place de dispositifs de sécurité robustes comme des pare-feux, des systèmes de détection d'intrusion et des politiques de sécurité strictes."
"Comment la raffinerie de la SAR s'auto-alimente-t-elle en énergie pour ses propres opérations ?","Elle utilise une partie du fuel oil qu'elle produit pour alimenter ses chaudières et générateurs internes."
"Comment les eaux usées issues du processus de raffinage sont-elles traitées ?","Elles sont traitées dans une station d'épuration dédiée avant d'être rejetées, conformément aux normes environnementales."
"Quelle est la procédure pour qu'une entreprise devienne un fournisseur agréé de la SAR ?","L'entreprise doit soumettre un dossier de candidature et réussir un processus de qualification basé sur des critères de qualité, de fiabilité et de conformité."
"Quel est le principal débouché du fuel oil produit par la SAR sur le marché national ?","Une part importante du fuel oil produit est vendue à la SENELEC pour alimenter ses centrales de production d'électricité."
"Comment la SAR gère-t-elle le stockage des produits hautement inflammables ?","Ils sont stockés dans des réservoirs spécifiques qui respectent des normes de sécurité très strictes et sont équipés de systèmes anti-incendie avancés."
"Comment la SAR s'assure-t-elle de la qualité du pétrole brut qu'elle achète ?","Des échantillons sont systématiquement prélevés et analysés en laboratoire avant le déchargement de chaque navire."
"Comment la SAR a-t-elle contribué à l'aménagement du cimetière de Mbao ?","En finançant la construction d'un mur de clôture pour sécuriser et délimiter l'espace."
"De quelle manière la SAR s'implique-t-elle dans le développement du sport local ?","En sponsorisant des équipes et des événements sportifs dans les communes environnantes."
"Comment la SAR a-t-elle apporté son aide aux populations de Thiaroye affectées par les inondations ?","En leur offrant des motopompes et du carburant pour faciliter l'évacuation des eaux."
"Quel est le nom du projet stratégique visant à construire une deuxième raffinerie au Sénégal ?","SAR 2.0."
"Avec quelle compagnie d'ingénierie internationale la SAR a-t-elle signé un protocole d'accord pour le projet SAR 2.0 ?","Avec la compagnie chinoise SEDIN Engineering."
"Quel est le nom du premier pétrole brut d'origine sénégalaise que la SAR a traité ?","Le brut de Sangomar."
"Quand la SAR a-t-elle annoncé avoir réussi le raffinage historique du premier brut de Sangomar ?","Le 13 février 2025."
"Avec quels partenaires institutionnels la SAR collabore-t-elle pour ses exercices de simulation de pollution marine ?","Avec la Marine nationale, la Haute Autorité chargée de la coordination de la Sécurité maritime (Haasmar) et la Direction de l'Environnement et des Établissements Classés (DEEC)."
"Quel est le nom de l'association de jeunes soutenue par la SAR pour la dépollution de la baie de Hann ?","L'Association Côte d’Azur Sunugal."
"Quel est le partenaire technique de la SAR pour le projet ACATBS ?","TECHNIP FMC."
"Que signifie l'acronyme ONAS, partenaire de la SAR dans la dépollution de la baie de Hann ?","Office National de l'Assainissement du Sénégal."
"Que signifie l'acronyme UCG, autre partenaire de la SAR pour la gestion des déchets ?","Unité de Coordination de la Gestion des déchets solides."
"Quel est le taux de disponibilité que la SAR vise pour ses unités de production ?","La SAR vise un taux de disponibilité supérieur à 95%."
"Quel est le principal composant chimique du gaz butane commercialisé ?","Il est principalement composé d'un mélange de butane et de propane."
